Time	Aircraft Simulation Airspeed	Aircraft Simulation Position Z	Aircraft Simulation Altitude	Aircraft Simulation Net Global Force Y
131.9	9.756852	117.1477	301.9858	0
132	9.763958	117.9033	302.0958	0
132.1	9.772578	118.6364	302.2057	0
132.2	9.781945	119.3461	302.3163	0
132.3	9.789757	120.0311	302.4276	0
132.4	9.794508	120.6903	302.5401	0
132.5	9.798282	121.3228	302.6535	0
132.6	9.803142	121.9277	302.7681	0
132.7	9.808367	122.5042	302.8839	0
132.8	9.81187	123.0513	303.001	0
132.9	9.812256	123.568	303.1195	0
133	9.811055	124.0537	303.2394	0
133.1	9.81073	124.5078	303.3607	0
133.2	9.810578	124.9296	303.4833	0
133.3	9.808558	125.3183	303.6072	0
133.4	9.803851	125.6735	303.7325	0
133.5	9.797393	125.9947	303.8593	0
133.6	9.792069	126.2816	303.9871	0
133.7	9.787277	126.5338	304.1157	0
133.8	9.78089	126.751	304.2453	0
133.9	9.772451	126.9329	304.3755	0
134	9.762348	127.0794	304.5069	0
134.1	9.753756	127.1905	304.6382	0
134.2	9.746442	127.266	304.7694	0
134.3	9.738346	127.3059	304.9006	0
134.4	9.729162	127.3103	305.0318	0
134.5	9.718656	127.2792	305.1631	0
134.6	9.709766	127.2128	305.2944	0
134.7	9.702666	127.1113	305.4255	0
134.8	9.69561	126.9749	305.5552	0
134.9	9.688399	126.8037	305.6848	0
135	9.680583	126.5981	305.813	0
135.1	9.674351	126.3584	305.9406	0
135.2	9.6701	126.0849	306.0671	0
135.3	9.666439	125.778	306.1924	0
135.4	9.662907	125.4382	306.3166	0
135.5	9.659598	125.0658	306.4396	0
135.6	9.657471	124.6613	306.5616	0
135.7	9.657471	124.2253	306.682	0
135.8	9.658316	123.7582	306.8011	0
135.9	9.659434	123.2607	306.9191	0
136	9.660901	122.7333	307.0359	0
136.1	9.663094	122.1767	307.1516	0
136.2	9.666952	121.5915	307.266	0
136.3	9.671867	120.9784	307.3791	0
136.4	9.677284	120.3382	307.4914	0
136.5	9.68291	119.6716	307.6027	0
136.6	9.688988	118.9794	307.7129	0
136.7	9.695456	118.2625	307.8228	0
136.8	9.702708	117.5217	307.9315	0
136.9	9.710424	116.7579	308.0398	0
137	9.718492	115.9723	308.1481	0
137.1	9.727096	115.1655	308.2553	0
137.2	9.735	114.3387	308.3621	0
137.3	9.742664	113.493	308.4689	0
137.4	9.750305	112.6295	308.5757	0
137.5	9.757929	111.7494	308.6827	0
137.6	9.766127	110.8536	308.7911	0
137.7	9.77318	109.9436	308.8995	0
137.8	9.779407	109.0204	309.0082	0
137.9	9.785297	108.0855	309.1181	0
138	9.790409	107.14	309.2285	0
138.1	9.795396	106.1853	309.34	0
138.2	9.79837	105.2228	309.4528	0
138.3	9.800168	104.254	309.5667	0
138.4	9.802311	103.28	309.6816	0
138.5	9.804197	102.3023	309.7976	0
138.6	9.805702	101.3222	309.915	0
138.7	9.804114	100.3413	310.0339	0
138.8	9.799803	99.36128	310.1543	0
138.9	9.795473	98.38328	310.276	0
139	9.792003	97.40861	310.3987	0
139.1	9.789767	96.43852	310.5223	0
139.2	9.785518	95.47448	310.6473	0
139.3	9.777844	94.51801	310.7733	0
139.4	9.768851	93.57047	310.9	0
139.5	9.759981	92.63311	311.028	0
139.6	9.752592	91.70713	311.1564	0
139.7	9.745333	90.79369	311.2847	0
139.8	9.736599	89.894	311.413	0
139.9	9.72748	89.00917	311.5424	0
140	9.718537	88.14034	311.6718	0
140.1	9.710001	87.2887	311.8012	0
140.2	9.700857	86.45535	311.9294	0
140.3	9.690692	85.64151	312.0578	0
140.4	9.682175	84.8478	312.1849	0
140.5	9.676393	84.07494	312.3116	0
140.6	9.672743	83.32383	312.4366	0
140.7	9.668077	82.59562	312.561	0
140.8	9.66078	81.89141	312.6844	0
140.9	9.653011	81.2121	312.8066	0
141	9.648478	80.55816	312.9276	0
141.1	9.649043	79.92994	313.0467	0
141.2	9.651485	79.32809	313.1639	0
141.3	9.652983	78.75361	313.2794	0
141.4	9.652082	78.20744	313.3936	0
141.5	9.65144	77.69034	313.5061	0
141.6	9.654007	77.20313	313.6169	0
141.7	9.658239	76.74631	313.7262	0
141.8	9.664423	76.31987	313.8336	0
141.9	9.672333	75.92375	313.9385	0
142	9.682321	75.55825	314.0412	0
142.1	9.693984	75.22438	314.1418	0
142.2	9.703943	74.92334	314.2402	0
142.3	9.713376	74.65676	314.3362	0
142.4	9.723335	74.42709	314.4294	0
142.5	9.735562	74.23603	314.5198	0
142.6	9.752767	74.08454	314.6073	0
142.7	9.772547	73.97252	314.692	0
142.8	9.792705	73.8984	314.7746	0
142.9	9.812559	73.85857	314.8543	0
143	9.83499	73.8485	314.9289	0
143.1	9.86117	73.86227	314.997	0
143.2	9.883447	73.89294	315.0579	0
143.3	9.896203	73.93246	315.1089	0
143.4	9.900902	73.97163	315.1455	0
143.5	9.907596	74.00106	315.1622	0
143.6	9.923781	74.01126	315.1533	0
143.7	9.948451	73.99229	315.1141	0
143.8	9.991858	73.93239	315.0418	0
143.9	10.06587	73.8164	314.9369	0
144	10.1772	73.62802	314.7986	0
144.1	10.35603	73.35379	314.6241	0
144.2	10.63316	72.98193	314.4119	0
144.3	11.00673	72.50367	314.1618	0
144.4	11.44674	71.91341	313.8749	0
144.5	11.90486	71.20817	313.5536	0
144.6	12.34254	70.38746	313.2009	0
144.7	12.73286	69.45449	312.8182	0
144.8	13.06765	68.41837	312.4031	0
144.9	13.36554	67.29377	311.9477	0
145	13.66363	66.10149	311.437	0
145.1	14.01453	64.86664	310.85	0
145.2	14.44669	63.61563	310.1639	0
145.3	14.95241	62.37715	309.3559	0
145.4	15.54332	61.18519	308.4012	0
145.5	16.23901	60.08532	307.2733	0
145.6	17.02457	59.14037	305.9504	0
145.7	17.86157	58.41932	304.431	0
145.8	18.70783	57.9806	302.7422	0
145.9	19.51835	57.85921	300.9385	0
146	20.25719	58.06159	299.094	0
146.1	20.92372	58.5516	297.2861	0
146.2	21.47134	59.23324	295.574	0
146.3	21.91491	59.96784	293.9756	0
146.4	22.31988	60.60627	292.4768	0
146.5	22.69053	60.98344	291.0561	0
146.6	23.07564	60.97354	289.671	0
146.7	23.46519	60.52036	288.281	0
146.8	23.85803	59.62819	286.8538	0
146.9	24.2094	58.34978	285.3608	0
147	24.54045	56.78223	283.7746	0
147.1	24.89257	55.06155	282.0693	0
147.2	25.30052	53.35198	280.2231	0
147.3	25.75357	51.83123	278.223	0
147.4	26.23539	50.66832	276.0715	0
147.5	26.72832	50.00054	273.7896	0
147.6	27.22897	49.91327	271.4157	0
147.7	27.70549	50.42968	269.0015	0
147.8	28.13257	51.50697	266.6044	0
147.9	28.48412	53.04166	264.2802	0
148	28.7653	54.88049	262.0769	0
148.1	28.97048	56.83917	260.0305	0
