Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z	Aircraft Simulation Net Global Force X	Aircraft Simulation Net Global Force Y	Aircraft Simulation Net Global Force Z	Aircraft Simulation Airspeed
123.8	36.28928	1189.325	0	0	0	11.79471
123.9	36.29413	1190.503	0	0	0	11.7563
124	36.30154	1191.676	0	0	0	11.71585
124.1	36.31112	1192.846	0	0	0	11.67359
124.2	36.32248	1194.011	0	0	0	11.62985
124.3	36.33525	1195.172	0	0	0	11.58505
124.4	36.34904	1196.328	0	0	0	11.53935
124.5	36.36342	1197.48	0	0	0	11.49312
124.6	36.37803	1198.628	0	0	0	11.44676
124.7	36.39251	1199.77	0	0	0	11.40055
124.8	36.40649	1200.908	0	0	0	11.3548
124.9	36.41967	1202.042	0	0	0	11.30988
125	36.43166	1203.171	0	0	0	11.2659
125.1	36.44212	1204.295	0	0	0	11.22334
125.2	36.4507	1205.416	0	0	0	11.18238
125.3	36.45702	1206.533	0	0	0	11.14335
125.4	36.46075	1207.645	0	0	0	11.10662
125.5	36.46159	1208.755	0	0	0	11.07246
125.6	36.45928	1209.86	0	0	0	11.04111
125.7	36.45357	1210.965	0	0	0	11.01281
125.8	36.44424	1212.064	0	0	0	10.98773
125.9	36.43111	1213.163	0	0	0	10.96605
126	36.41405	1214.259	0	0	0	10.94795
126.1	36.39292	1215.352	0	0	0	10.9336
126.2	36.3676	1216.445	0	0	0	10.92295
126.3	36.33797	1217.538	0	0	0	10.91612
126.4	36.304	1218.631	0	0	0	10.91325
126.5	36.26566	1219.724	0	0	0	10.91428
126.6	36.22294	1220.817	0	0	0	10.91917
126.7	36.17589	1221.91	0	0	0	10.9279
126.8	36.12454	1223.002	0	0	0	10.94036
126.9	36.069	1224.095	0	0	0	10.95651
127	36.00941	1225.191	0	0	0	10.9762
127.1	35.94598	1226.29	0	0	0	10.99916
127.2	35.87884	1227.388	0	0	0	11.02525
127.3	35.8082	1228.491	0	0	0	11.05429
127.4	35.73429	1229.596	0	0	0	11.08603
127.5	35.65733	1230.705	0	0	0	11.12015
127.6	35.57757	1231.816	0	0	0	11.1564
127.7	35.49531	1232.932	0	0	0	11.19458
127.8	35.41087	1234.05	0	0	0	11.2344
127.9	35.32458	1235.174	0	0	0	11.27555
128	35.23675	1236.301	0	0	0	11.31767
128.1	35.1477	1237.431	0	0	0	11.36045
128.2	35.05777	1238.567	0	0	0	11.40366
128.3	34.96726	1239.707	0	0	0	11.44697
128.4	34.87651	1240.85	0	0	0	11.49008
128.5	34.78587	1241.998	0	0	0	11.53264
128.6	34.69565	1243.151	0	0	0	11.57457
128.7	34.60622	1244.307	0	0	0	11.61557
128.8	34.51791	1245.467	0	0	0	11.65526
128.9	34.43105	1246.633	0	0	0	11.69345
129	34.34594	1247.801	0	0	0	11.72982
129.1	34.26294	1248.973	0	0	0	11.76417
129.2	34.18235	1250.149	0	0	0	11.79634
129.3	34.10446	1251.327	0	0	0	11.82602
129.4	34.02957	1252.51	0	0	0	11.85303
129.5	33.95791	1253.694	0	0	0	11.8772
129.6	33.8897	1254.882	0	0	0	11.89845
129.7	33.82516	1256.072	0	0	0	11.91656
129.8	33.76441	1257.262	0	0	0	11.93139
129.9	33.70758	1258.454	0	0	0	11.94294
130	33.65485	1259.65	0	0	0	11.95114
130.1	33.6063	1260.846	0	0	0	11.9559
130.2	33.562	1262.042	0	0	0	11.95727
130.3	33.52194	1263.238	0	0	0	11.9551
130.4	33.4861	1264.434	0	0	0	11.94948
130.5	33.45441	1265.63	0	0	0	11.94057
130.6	33.42684	1266.825	0	0	0	11.92832
130.7	33.40322	1268.015	0	0	0	11.91291
130.8	33.3834	1269.204	0	0	0	11.89442
130.9	33.36725	1270.394	0	0	0	11.87299
131	33.35453	1271.58	0	0	0	11.84879
131.1	33.34503	1272.763	0	0	0	11.82197
131.2	33.33855	1273.944	0	0	0	11.79274
131.3	33.33487	1275.122	0	0	0	11.76137
131.4	33.33377	1276.297	0	0	0	11.72793
131.5	33.33493	1277.469	0	0	0	11.69267
131.6	33.33804	1278.635	0	0	0	11.65577
131.7	33.34282	1279.8	0	0	0	11.61757
131.8	33.34893	1280.96	0	0	0	11.57833
131.9	33.35605	1282.115	0	0	0	11.53828
132	33.36383	1283.268	0	0	0	11.49767
132.1	33.37191	1284.416	0	0	0	11.45689
132.2	33.37996	1285.559	0	0	0	11.41614
132.3	33.38763	1286.7	0	0	0	11.37583
132.4	33.39455	1287.835	0	0	0	11.33614
132.5	33.4004	1288.967	0	0	0	11.29728
132.6	33.40487	1290.096	0	0	0	11.2598
132.7	33.40768	1291.22	0	0	0	11.22379
132.8	33.40854	1292.341	0	0	0	11.18948
132.9	33.40713	1293.459	0	0	0	11.15711
133	33.40326	1294.574	0	0	0	11.12699
133.1	33.39669	1295.685	0	0	0	11.09933
133.2	33.38724	1296.795	0	0	0	11.07418
133.3	33.37472	1297.9	0	0	0	11.05182
133.4	33.35892	1299.005	0	0	0	11.03241
133.5	33.33979	1300.11	0	0	0	11.01606
133.6	33.31715	1301.209	0	0	0	11.00281
133.7	33.29082	1302.308	0	0	0	10.99283
133.8	33.26074	1303.407	0	0	0	10.98614
133.9	33.22687	1304.506	0	0	0	10.98291
134	33.18916	1305.605	0	0	0	10.98308
134.1	33.14762	1306.704	0	0	0	10.98662
134.2	33.10227	1307.803	0	0	0	10.9935
134.3	33.05315	1308.902	0	0	0	11.00368
134.4	33.00032	1310.001	0	0	0	11.01706
134.5	32.94393	1311.102	0	0	0	11.03353
134.6	32.88416	1312.207	0	0	0	11.05291
134.7	32.82113	1313.312	0	0	0	11.07501
134.8	32.75505	1314.419	0	0	0	11.09974
134.9	32.68612	1315.53	0	0	0	11.12681
135	32.61449	1316.641	0	0	0	11.15598
135.1	32.54042	1317.758	0	0	0	11.18708
135.2	32.46411	1318.875	0	0	0	11.21992
135.3	32.38581	1319.998	0	0	0	11.2542
135.4	32.30583	1321.122	0	0	0	11.28966
135.5	32.22448	1322.251	0	0	0	11.32607
135.6	32.14203	1323.383	0	0	0	11.36315
135.7	32.05883	1324.518	0	0	0	11.40059
135.8	31.97515	1325.658	0	0	0	11.43819
135.9	31.89128	1326.801	0	0	0	11.47556
136	31.80752	1327.948	0	0	0	11.51258
136.1	31.72418	1329.099	0	0	0	11.54898
136.2	31.64157	1330.252	0	0	0	11.58443
136.3	31.55999	1331.411	0	0	0	11.61882
136.4	31.47971	1332.571	0	0	0	11.65181
136.5	31.40103	1333.737	0	0	0	11.68324
136.6	31.32421	1334.904	0	0	0	11.71291
136.7	31.24951	1336.075	0	0	0	11.74065
136.8	31.17719	1337.248	0	0	0	11.76622
136.9	31.10741	1338.425	0	0	0	11.78947
137	31.04035	1339.603	0	0	0	11.81033
137.1	30.97618	1340.783	0	0	0	11.82863
137.2	30.9151	1341.967	0	0	0	11.84432
137.3	30.85722	1343.151	0	0	0	11.85726
137.4	30.80266	1344.335	0	0	0	11.86739
137.5	30.75152	1345.519	0	0	0	11.87475
137.6	30.70393	1346.708	0	0	0	11.87914
137.7	30.65998	1347.898	0	0	0	11.88057
137.8	30.61964	1349.088	0	0	0	11.87898
137.9	30.5829	1350.277	0	0	0	11.87447
138	30.54974	1351.465	0	0	0	11.86709
138.1	30.52004	1352.649	0	0	0	11.8569
138.2	30.4937	1353.832	0	0	0	11.84389
138.3	30.47061	1355.016	0	0	0	11.82832
138.4	30.45066	1356.2	0	0	0	11.81024
138.5	30.43367	1357.379	0	0	0	11.78976
138.6	30.41942	1358.556	0	0	0	11.76702
138.7	30.40774	1359.733	0	0	0	11.74219
138.8	30.39844	1360.905	0	0	0	11.71556
138.9	30.39132	1362.077	0	0	0	11.68723
139	30.38617	1363.243	0	0	0	11.65723
139.1	30.38273	1364.409	0	0	0	11.62588
139.2	30.38078	1365.568	0	0	0	11.59343
139.3	30.38005	1366.728	0	0	0	11.55996
139.4	30.38023	1367.881	0	0	0	11.52578
139.5	30.38105	1369.033	0	0	0	11.49111
139.6	30.38219	1370.18	0	0	0	11.45625
139.7	30.38338	1371.324	0	0	0	11.42142
139.8	30.38427	1372.465	0	0	0	11.38689
139.9	30.3846	1373.602	0	0	0	11.35277
140	30.38404	1374.737	0	0	0	11.31948
140.1	30.38236	1375.866	0	0	0	11.2872
140.2	30.37931	1376.995	0	0	0	11.25621
140.3	30.37465	1378.119	0	0	0	11.22667
140.4	30.36813	1379.242	0	0	0	11.19877
140.5	30.35956	1380.359	0	0	0	11.17269
140.6	30.34872	1381.476	0	0	0	11.14866
140.7	30.33544	1382.59	0	0	0	11.1268
140.8	30.31953	1383.701	0	0	0	11.10731
140.9	30.30089	1384.812	0	0	0	11.09034
141	30.27937	1385.923	0	0	0	11.0759
141.1	30.2548	1387.028	0	0	0	11.0641
141.2	30.22705	1388.133	0	0	0	11.05513
141.3	30.19606	1389.238	0	0	0	11.04911
141.4	30.16178	1390.343	0	0	0	11.04595
141.5	30.12419	1391.448	0	0	0	11.04575
141.6	30.08325	1392.553	0	0	0	11.04849
141.7	30.03902	1393.658	0	0	0	11.05409
141.8	29.99151	1394.763	0	0	0	11.06256
141.9	29.94077	1395.868	0	0	0	11.07379
142	29.8869	1396.973	0	0	0	11.08768
142.1	29.83007	1398.084	0	0	0	11.10415
142.2	29.77044	1399.195	0	0	0	11.12305
142.3	29.70814	1400.306	0	0	0	11.14414
142.4	29.64333	1401.421	0	0	0	11.16729
142.5	29.5762	1402.538	0	0	0	11.19231
142.6	29.50692	1403.656	0	0	0	11.21898
142.7	29.4357	1404.779	0	0	0	11.24722
142.8	29.36276	1405.902	0	0	0	11.2767
142.9	29.28831	1407.031	0	0	0	11.30727
143	29.21258	1408.16	0	0	0	11.33865
143.1	29.13581	1409.294	0	0	0	11.37077
143.2	29.0583	1410.43	0	0	0	11.40331
143.3	28.98036	1411.571	0	0	0	11.43596
143.4	28.90224	1412.713	0	0	0	11.46858
143.5	28.82423	1413.86	0	0	0	11.50084
143.6	28.74659	1415.009	0	0	0	11.53258
143.7	28.66956	1416.163	0	0	0	11.56351
143.8	28.59341	1417.318	0	0	0	11.59347
143.9	28.51842	1418.477	0	0	0	11.62233
144	28.44481	1419.638	0	0	0	11.6498
144.1	28.3728	1420.804	0	0	0	11.67567
144.2	28.30256	1421.969	0	0	0	11.69993
144.3	28.23429	1423.14	0	0	0	11.72237
144.4	28.16818	1424.312	0	0	0	11.74283
144.5	28.10441	1425.484	0	0	0	11.76129
144.6	28.04313	1426.662	0	0	0	11.77757
144.7	27.98453	1427.84	0	0	0	11.79151
144.8	27.92869	1429.018	0	0	0	11.80308
144.9	27.87573	1430.195	0	0	0	11.81224
145	27.82578	1431.376	0	0	0	11.8189
145.1	27.77896	1432.56	0	0	0	11.823
145.2	27.7353	1433.744	0	0	0	11.82442
145.3	27.69481	1434.928	0	0	0	11.82327
145.4	27.65747	1436.112	0	0	0	11.81954
145.5	27.62324	1437.296	0	0	0	11.81323
145.6	27.59207	1438.476	0	0	0	11.80443
145.7	27.56382	1439.654	0	0	0	11.79325
145.8	27.53841	1440.832	0	0	0	11.7798
145.9	27.51572	1442.01	0	0	0	11.76414
146	27.49564	1443.187	0	0	0	11.74634
146.1	27.47798	1444.359	0	0	0	11.72659
146.2	27.46254	1445.531	0	0	0	11.70506
146.3	27.44918	1446.702	0	0	0	11.68182
146.4	27.43768	1447.867	0	0	0	11.6571
146.5	27.42785	1449.033	0	0	0	11.63108
146.6	27.41954	1450.194	0	0	0	11.60392
146.7	27.41252	1451.354	0	0	0	11.57579
146.8	27.40655	1452.51	0	0	0	11.54677
146.9	27.40136	1453.663	0	0	0	11.5171
147	27.39675	1454.814	0	0	0	11.48706
147.1	27.39244	1455.961	0	0	0	11.45679
147.2	27.38821	1457.106	0	0	0	11.42655
147.3	27.38377	1458.247	0	0	0	11.39652
147.4	27.37889	1459.386	0	0	0	11.36688
147.5	27.37329	1460.521	0	0	0	11.33797
147.6	27.36676	1461.654	0	0	0	11.30987
147.7	27.35906	1462.783	0	0	0	11.28283
147.8	27.35	1463.912	0	0	0	11.25698
147.9	27.33936	1465.036	0	0	0	11.23263
148	27.32696	1466.159	0	0	0	11.20983
148.1	27.31264	1467.279	0	0	0	11.18878
148.2	27.29622	1468.396	0	0	0	11.16964
148.3	27.27755	1469.513	0	0	0	11.15248
148.4	27.25648	1470.63	0	0	0	11.13745
148.5	27.23285	1471.741	0	0	0	11.12465
148.6	27.20651	1472.852	0	0	0	11.11423
148.7	27.1774	1473.964	0	0	0	11.10631
148.8	27.14545	1475.075	0	0	0	11.10095
148.9	27.11062	1476.186	0	0	0	11.09808
149	27.0729	1477.297	0	0	0	11.09775
149.1	27.03228	1478.408	0	0	0	11.10001
149.2	26.98879	1479.519	0	0	0	11.10479
149.3	26.94245	1480.63	0	0	0	11.11196
149.4	26.8933	1481.741	0	0	0	11.12155
149.5	26.84141	1482.852	0	0	0	11.13349
149.6	26.7869	1483.963	0	0	0	11.14767
149.7	26.72993	1485.08	0	0	0	11.16397
149.8	26.67066	1486.197	0	0	0	11.18217
149.9	26.60919	1487.314	0	0	0	11.20217
150	26.54568	1488.434	0	0	0	11.22379
150.1	26.48033	1489.557	0	0	0	11.24692
150.2	26.41329	1490.68	0	0	0	11.2713
150.3	26.34474	1491.808	0	0	0	11.29685
150.4	26.27491	1492.938	0	0	0	11.32334
150.5	26.20396	1494.069	0	0	0	11.35058
150.6	26.13215	1495.205	0	0	0	11.37841
150.7	26.05965	1496.341	0	0	0	11.4066
150.8	25.98671	1497.483	0	0	0	11.43491
150.9	25.91354	1498.624	0	0	0	11.46326
151	25.84039	1499.771	0	0	0	11.49147
151.1	25.76743	1500.919	0	0	0	11.51919
151.2	25.69485	1502.072	0	0	0	11.54638
151.3	25.62292	1503.225	0	0	0	11.57283
151.4	25.55184	1504.382	0	0	0	11.59842
151.5	25.48188	1505.542	0	0	0	11.62304
151.6	25.41322	1506.703	0	0	0	11.64631
151.7	25.34607	1507.869	0	0	0	11.66813
151.8	25.28063	1509.034	0	0	0	11.6884
151.9	25.21706	1510.202	0	0	0	11.70701
152	25.15559	1511.374	0	0	0	11.72379
152.1	25.09634	1512.546	0	0	0	11.73862
152.2	25.03945	1513.717	0	0	0	11.75136
152.3	24.98501	1514.893	0	0	0	11.76204
152.4	24.9332	1516.07	0	0	0	11.77054
152.5	24.88409	1517.248	0	0	0	11.7767
152.6	24.83775	1518.426	0	0	0	11.78062
152.7	24.79419	1519.604	0	0	0	11.78221
152.8	24.75344	1520.781	0	0	0	11.78149
152.9	24.71544	1521.959	0	0	0	11.77846
153	24.68013	1523.137	0	0	0	11.77315
153.1	24.64748	1524.315	0	0	0	11.7657
153.2	24.61743	1525.492	0	0	0	11.7562
153.3	24.58992	1526.669	0	0	0	11.7446
153.4	24.5648	1527.84	0	0	0	11.73109
153.5	24.54195	1529.012	0	0	0	11.71571
153.6	24.52126	1530.184	0	0	0	11.69858
153.7	24.50259	1531.354	0	0	0	11.67984
153.8	24.48571	1532.519	0	0	0	11.65963
153.9	24.47046	1533.685	0	0	0	11.63805
154	24.45668	1534.848	0	0	0	11.61535
154.1	24.44418	1536.008	0	0	0	11.59166
154.2	24.43281	1537.167	0	0	0	11.56711
154.3	24.42237	1538.322	0	0	0	11.54184
154.4	24.41266	1539.475	0	0	0	11.51601
154.5	24.40356	1540.626	0	0	0	11.48982
154.6	24.39482	1541.774	0	0	0	11.46334
154.7	24.38621	1542.92	0	0	0	11.43673
154.8	24.37752	1544.062	0	0	0	11.41028
154.9	24.36856	1545.203	0	0	0	11.38415
155	24.35909	1546.339	0	0	0	11.35847
155.1	24.34887	1547.474	0	0	0	11.33351
155.2	24.33774	1548.607	0	0	0	11.3093
155.3	24.32548	1549.736	0	0	0	11.28625
155.4	24.31199	1550.865	0	0	0	11.26437
155.5	24.29707	1551.99	0	0	0	11.24378
155.6	24.2805	1553.113	0	0	0	11.22461
155.7	24.26213	1554.237	0	0	0	11.20701
155.8	24.24182	1555.357	0	0	0	11.19118
155.9	24.21937	1556.474	0	0	0	11.17717
156	24.19467	1557.591	0	0	0	11.16517
156.1	24.16758	1558.708	0	0	0	11.15527
156.2	24.13811	1559.825	0	0	0	11.14754
156.3	24.10615	1560.943	0	0	0	11.14202
156.4	24.07165	1562.056	0	0	0	11.13872
156.5	24.03452	1563.167	0	0	0	11.1377
156.6	23.99478	1564.278	0	0	0	11.13901
156.7	23.95242	1565.389	0	0	0	11.1426
156.8	23.90746	1566.504	0	0	0	11.14834
156.9	23.85996	1567.621	0	0	0	11.15623
157	23.80998	1568.738	0	0	0	11.16633
157.1	23.75766	1569.855	0	0	0	11.17848
157.2	23.70311	1570.972	0	0	0	11.19249
157.3	23.64645	1572.09	0	0	0	11.20826
157.4	23.58779	1573.212	0	0	0	11.22562
157.5	23.52732	1574.335	0	0	0	11.24451
157.6	23.46516	1575.458	0	0	0	11.26475
157.7	23.40146	1576.585	0	0	0	11.28613
157.8	23.33642	1577.714	0	0	0	11.30853
157.9	23.27017	1578.843	0	0	0	11.33185
158	23.20292	1579.977	0	0	0	11.35591
158.1	23.13488	1581.113	0	0	0	11.38045
158.2	23.06619	1582.25	0	0	0	11.4054
158.3	22.9971	1583.391	0	0	0	11.43051
158.4	22.92777	1584.532	0	0	0	11.4557
158.5	22.85842	1585.679	0	0	0	11.48065
158.6	22.78927	1586.826	0	0	0	11.50528
158.7	22.72051	1587.976	0	0	0	11.52943
158.8	22.65238	1589.129	0	0	0	11.55301
158.9	22.58503	1590.283	0	0	0	11.57568
159	22.51863	1591.441	0	0	0	11.59733
159.1	22.45339	1592.601	0	0	0	11.61794
159.2	22.38943	1593.76	0	0	0	11.63726
159.3	22.32698	1594.926	0	0	0	11.65528
159.4	22.26621	1596.091	0	0	0	11.67182
159.5	22.20722	1597.257	0	0	0	11.68672
159.6	22.15014	1598.424	0	0	0	11.69995
159.7	22.09513	1599.596	0	0	0	11.71136
159.8	22.04231	1600.768	0	0	0	11.72095
159.9	21.99175	1601.939	0	0	0	11.72863
160	21.94354	1603.111	0	0	0	11.73431
160.1	21.89771	1604.283	0	0	0	11.73799
160.2	21.8543	1605.454	0	0	0	11.73971
160.3	21.81328	1606.626	0	0	0	11.73935
160.4	21.77462	1607.798	0	0	0	11.73699
160.5	21.73825	1608.969	0	0	0	11.73273
160.6	21.70416	1610.141	0	0	0	11.72663
160.7	21.6723	1611.313	0	0	0	11.71873
160.8	21.64262	1612.484	0	0	0	11.70907
160.9	21.61503	1613.656	0	0	0	11.69765
161	21.58948	1614.827	0	0	0	11.68467
161.1	21.56582	1615.993	0	0	0	11.67019
161.2	21.54393	1617.158	0	0	0	11.6542
161.3	21.52369	1618.324	0	0	0	11.63691
161.4	21.50494	1619.488	0	0	0	11.61835
161.5	21.48748	1620.647	0	0	0	11.59882
161.6	21.47118	1621.807	0	0	0	11.57836
161.7	21.45588	1622.965	0	0	0	11.55707
161.8	21.44139	1624.118	0	0	0	11.53515
161.9	21.42755	1625.272	0	0	0	11.51287
162	21.41423	1626.422	0	0	0	11.49017
162.1	21.4012	1627.569	0	0	0	11.4673
162.2	21.38831	1628.717	0	0	0	11.44431
162.3	21.37541	1629.859	0	0	0	11.42153
162.4	21.36227	1631	0	0	0	11.399
162.5	21.34874	1632.141	0	0	0	11.37685
162.6	21.33459	1633.276	0	0	0	11.3552
162.7	21.31966	1634.411	0	0	0	11.33427
162.8	21.3038	1635.545	0	0	0	11.31431
162.9	21.28684	1636.674	0	0	0	11.29524
163	21.26859	1637.803	0	0	0	11.27733
163.1	21.24891	1638.933	0	0	0	11.26068
163.2	21.22764	1640.056	0	0	0	11.24542
163.3	21.20463	1641.179	0	0	0	11.23174
163.4	21.17978	1642.302	0	0	0	11.21967
163.5	21.15301	1643.426	0	0	0	11.20931
163.6	21.12424	1644.549	0	0	0	11.2008
163.7	21.0934	1645.666	0	0	0	11.1941
163.8	21.06038	1646.783	0	0	0	11.18929
163.9	21.02516	1647.901	0	0	0	11.18641
164	20.98772	1649.018	0	0	0	11.18546
164.1	20.94806	1650.135	0	0	0	11.18647
164.2	20.90618	1651.252	0	0	0	11.18942
164.3	20.86209	1652.369	0	0	0	11.19421
164.4	20.8158	1653.486	0	0	0	11.20083
164.5	20.76736	1654.605	0	0	0	11.20931
164.6	20.71691	1655.728	0	0	0	11.21957
164.7	20.66456	1656.851	0	0	0	11.2314
164.8	20.61043	1657.974	0	0	0	11.24478
164.9	20.55463	1659.098	0	0	0	11.2595
165	20.49727	1660.222	0	0	0	11.2755
165.1	20.43852	1661.352	0	0	0	11.2926
165.2	20.37852	1662.481	0	0	0	11.31069
165.3	20.31738	1663.61	0	0	0	11.32958
165.4	20.25527	1664.744	0	0	0	11.34923
165.5	20.19235	1665.879	0	0	0	11.36946
165.6	20.12877	1667.015	0	0	0	11.39009
165.7	20.06467	1668.154	0	0	0	11.41102
165.8	20.00026	1669.296	0	0	0	11.43213
165.9	19.93568	1670.437	0	0	0	11.45326
166	19.87108	1671.583	0	0	0	11.47422
166.1	19.80665	1672.731	0	0	0	11.49485
166.2	19.74255	1673.878	0	0	0	11.51516
166.3	19.67896	1675.031	0	0	0	11.53496
166.4	19.61606	1676.184	0	0	0	11.55397
166.5	19.55395	1677.338	0	0	0	11.57215
166.6	19.49279	1678.496	0	0	0	11.58954
166.7	19.43279	1679.655	0	0	0	11.6058
166.8	19.37405	1680.815	0	0	0	11.6209
166.9	19.3167	1681.975	0	0	0	11.63479
167	19.26086	1683.14	0	0	0	11.64728
167.1	19.20667	1684.306	0	0	0	11.65828
167.2	19.15422	1685.471	0	0	0	11.66789
167.3	19.10362	1686.637	0	0	0	11.67586
167.4	19.05492	1687.802	0	0	0	11.68225
167.5	19.00818	1688.968	0	0	0	11.68696
167.6	18.96344	1690.134	0	0	0	11.68997
167.7	18.92073	1691.302	0	0	0	11.6913
167.8	18.88008	1692.474	0	0	0	11.69087
167.9	18.84146	1693.643	0	0	0	11.68867
168	18.80477	1694.809	0	0	0	11.68492
168.1	18.77002	1695.974	0	0	0	11.67966
168.2	18.73712	1697.14	0	0	0	11.67278
168.3	18.70601	1698.306	0	0	0	11.66447
168.4	18.67662	1699.471	0	0	0	11.65472
168.5	18.64888	1700.637	0	0	0	11.64369
168.6	18.62274	1701.803	0	0	0	11.63144
168.7	18.59806	1702.965	0	0	0	11.61794
168.8	18.57469	1704.125	0	0	0	11.60335
168.9	18.55255	1705.284	0	0	0	11.58784
169	18.53152	1706.444	0	0	0	11.57142
169.1	18.51147	1707.6	0	0	0	11.55419
169.2	18.49217	1708.753	0	0	0	11.53637
169.3	18.47351	1709.907	0	0	0	11.51803
169.4	18.45534	1711.059	0	0	0	11.49934
169.5	18.43748	1712.207	0	0	0	11.48045
169.6	18.41976	1713.354	0	0	0	11.46145
169.7	18.40206	1714.501	0	0	0	11.44248
169.8	18.38421	1715.643	0	0	0	11.42373
169.9	18.36606	1716.784	0	0	0	11.40527
170	18.34748	1717.926	0	0	0	11.38727
170.1	18.32833	1719.063	0	0	0	11.36979
170.2	18.30842	1720.198	0	0	0	11.35302
170.3	18.28765	1721.334	0	0	0	11.33703
170.4	18.2659	1722.469	0	0	0	11.32199
170.5	18.24301	1723.599	0	0	0	11.30787
170.6	18.21886	1724.728	0	0	0	11.29497
170.7	18.19339	1725.857	0	0	0	11.28329
170.8	18.16652	1726.986	0	0	0	11.27281
170.9	18.13816	1728.116	0	0	0	11.2637
171	18.10825	1729.241	0	0	0	11.25593
171.1	18.07668	1730.364	0	0	0	11.24966
171.2	18.04341	1731.487	0	0	0	11.24488
171.3	18.00843	1732.61	0	0	0	11.24158
171.4	17.97169	1733.733	0	0	0	11.23977
171.5	17.93319	1734.856	0	0	0	11.23958
171.6	17.89292	1735.98	0	0	0	11.24089
171.7	17.85089	1737.103	0	0	0	11.24368
171.8	17.8071	1738.226	0	0	0	11.24797
171.9	17.76156	1739.349	0	0	0	11.25371
172	17.71432	1740.473	0	0	0	11.26088
172.1	17.66545	1741.597	0	0	0	11.26945
172.2	17.61506	1742.726	0	0	0	11.27931
172.3	17.56328	1743.855	0	0	0	11.29035
172.4	17.51022	1744.984	0	0	0	11.30253
172.5	17.45601	1746.114	0	0	0	11.31561
172.6	17.40073	1747.243	0	0	0	11.32946
172.7	17.34451	1748.377	0	0	0	11.34406
172.8	17.28748	1749.513	0	0	0	11.35927
172.9	17.22976	1750.648	0	0	0	11.37501
173	17.17144	1751.783	0	0	0	11.39113
173.1	17.11266	1752.924	0	0	0	11.40757
173.2	17.05357	1754.065	0	0	0	11.42414
173.3	16.99429	1755.207	0	0	0	11.44079
173.4	16.93494	1756.349	0	0	0	11.45741
173.5	16.87574	1757.496	0	0	0	11.47382
173.6	16.81679	1758.644	0	0	0	11.48991
173.7	16.75823	1759.791	0	0	0	11.50557
173.8	16.70016	1760.941	0	0	0	11.52073
173.9	16.64276	1762.095	0	0	0	11.5353
174	16.5861	1763.248	0	0	0	11.54904
174.1	16.53029	1764.402	0	0	0	11.56201
174.2	16.47542	1765.555	0	0	0	11.57414
174.3	16.42163	1766.715	0	0	0	11.5853
174.4	16.36903	1767.875	0	0	0	11.59538
174.5	16.31769	1769.034	0	0	0	11.60437
174.6	16.26769	1770.194	0	0	0	11.61224
174.7	16.21913	1771.353	0	0	0	11.61892
174.8	16.17203	1772.513	0	0	0	11.62429
174.9	16.12639	1773.672	0	0	0	11.62832
175	16.08224	1774.833	0	0	0	11.63112
175.1	16.03963	1775.999	0	0	0	11.63263
175.2	15.99858	1777.165	0	0	0	11.63276
175.3	15.95905	1778.33	0	0	0	11.63165
175.4	15.92102	1779.496	0	0	0	11.62926
175.5	15.88447	1780.657	0	0	0	11.6257
175.6	15.84934	1781.817	0	0	0	11.62102
175.7	15.81558	1782.977	0	0	0	11.61512
175.8	15.78312	1784.136	0	0	0	11.60814
175.9	15.7519	1785.296	0	0	0	11.60019
176	15.72189	1786.455	0	0	0	11.59125
176.1	15.693	1787.615	0	0	0	11.58143
176.2	15.66516	1788.774	0	0	0	11.57075
176.3	15.6383	1789.931	0	0	0	11.55928
176.4	15.61228	1791.084	0	0	0	11.54718
176.5	15.58702	1792.238	0	0	0	11.5345
176.6	15.56242	1793.391	0	0	0	11.52124
176.7	15.53837	1794.545	0	0	0	11.50759
176.8	15.51477	1795.694	0	0	0	11.49365
176.9	15.49146	1796.842	0	0	0	11.47949
177	15.46834	1797.989	0	0	0	11.46518
177.1	15.44529	1799.137	0	0	0	11.45081
177.2	15.42223	1800.281	0	0	0	11.43655
177.3	15.39902	1801.423	0	0	0	11.42261
177.4	15.37552	1802.564	0	0	0	11.40873
177.5	15.35165	1803.706	0	0	0	11.39524
177.6	15.32732	1804.847	0	0	0	11.3823
177.7	15.30242	1805.982	0	0	0	11.36992
177.8	15.2768	1807.118	0	0	0	11.35813
177.9	15.25037	1808.253	0	0	0	11.34701
178	15.22305	1809.388	0	0	0	11.33671
178.1	15.19478	1810.524	0	0	0	11.32728
178.2	15.16548	1811.656	0	0	0	11.3188
178.3	15.13504	1812.786	0	0	0	11.31133
178.4	15.10339	1813.915	0	0	0	11.30486
178.5	15.07049	1815.044	0	0	0	11.29955
178.6	15.03631	1816.173	0	0	0	11.29537
178.7	15.0008	1817.303	0	0	0	11.29228
178.8	14.96396	1818.432	0	0	0	11.2904
178.9	14.92576	1819.561	0	0	0	11.28968
179	14.88621	1820.69	0	0	0	11.29017
179.1	14.84532	1821.82	0	0	0	11.29182
179.2	14.8031	1822.949	0	0	0	11.29458
179.3	14.75953	1824.078	0	0	0	11.29839
179.4	14.71464	1825.208	0	0	0	11.30335
179.5	14.66848	1826.337	0	0	0	11.30934
179.6	14.62109	1827.466	0	0	0	11.31636
179.7	14.57253	1828.595	0	0	0	11.32439
