Time	Aircraft Simulation Roll Angle	Aircraft Simulation Pitch Angle	Aircraft Simulation Heading Angle	Aircraft Simulation Angle Of Attack_Deg	Aircraft Simulation Angle Of Sideslip_Deg	Aircraft Simulation Roll Rate	Aircraft Simulation Pitch Rate	Aircraft Simulation Yaw Rate	Aircraft Simulation Angular Velocity X	Aircraft Simulation Angular Velocity Y	Aircraft Simulation Angular Velocity Z	Aircraft Simulation Position X	Aircraft Simulation Position Y	Aircraft Simulation Position Z	Aircraft Simulation Global Velocity X	Aircraft Simulation Global Velocity Y	Aircraft Simulation Global Velocity Z	Aircraft Simulation Local Velocity X	Aircraft Simulation Local Velocity Y	Aircraft Simulation Local Velocity Z	Aircraft Simulation Airspeed	Aircraft Simulation Ground Speed	Aircraft Simulation Acceleration X	Aircraft Simulation Acceleration Y	Aircraft Simulation Acceleration Z	Aircraft Simulation Local Acceleration X	Aircraft Simulation Local Acceleration Y	Aircraft Simulation Local Acceleration Z	Aircraft Simulation Imu Acceleration X	Aircraft Simulation Imu Acceleration Y	Aircraft Simulation Imu Acceleration Z	Aircraft Simulation Altitude	Aircraft Simulation Time	Aircraft Simulation Net Global Force X	Aircraft Simulation Net Global Force Y	Aircraft Simulation Net Global Force Z	Aircraft Simulation Net Global Moment X	Aircraft Simulation Net Global Moment Y	Aircraft Simulation Net Global Moment Z	Electronic Speed Controller Input Value	Fin Input Value	Port Aileron Input Value	Port Flap Input Value	Propeller Total Thrust	Propeller Advance Ratio	Propeller Thrust Coefficient	Propeller Torque Coefficient	Propeller Propulsive Efficiency	Propeller Rps	Starboard Aileron Input Value	Starboard Flap Input Value	Tailplane Input Value
21.6	-0.001338051	92.18408	0.1807045	0	0.006945536	0.03560849	7.72154E-13	5.602814	1.011647E-13	15.60312	0	5.798615E-12	-0.0006092365	5.688534E-13	0.0006092365	5.688534E-13	-5.798615E-12	2.803688E-15	50.01456	-0.01049408	-5.684342E-14	4.172325E-07	8.019269E-07	-5.684343E-14	3.369459E-07	8.388309E-07	15.41044	9.039745E-07	0	5.587935E-06	1.402805E-05	-8.125817E-20	4.19166E-06	1.450659E-05	-1.315742E-13	9.763139	0.9577799	50.01456	21.6	-1	0	7.299335E-13	-1	-1.173107	18.23434	-12.30554	0.5752833	-62.07674	2.556454	-7.299335E-13	-1	-1
21.7	-0.0008969351	92.2627	0.2080407	0	0.004264501	0.03525189	4.522632E-13	5.597107	5.686618E-14	15.59758	0	3.726706E-12	-0.000793453	3.652237E-13	0.000793453	3.652237E-13	-3.726706E-12	7.207527E-16	50.01455	-0.01048268	2.842171E-14	5.401671E-07	1.044886E-06	2.84217E-14	4.356811E-07	1.092588E-06	15.4109	1.176251E-06	0	-2.235174E-05	-3.756577E-05	1.839551E-19	-1.858128E-05	-3.956669E-05	-7.706571E-14	9.763211	0.9567575	50.01455	21.7	-1	0	-8.588703E-13	-1	-1.172548	18.63093	-12.84457	0.5868832	-64.89671	2.501642	8.588703E-13	-1	-1
21.8	-0.001424436	92.22533	0.1940913	-1.375156E-06	0.006720269	0.03558594	-2.14511E-13	5.600037	-6.030465E-14	15.59933	0	-1.664986E-12	0.00127832	-1.077106E-12	-0.00127832	-1.077106E-12	1.664986E-12	-3.43377E-15	50.01456	-0.01048853	-5.684342E-14	-8.828938E-07	-1.682878E-06	-5.684343E-14	-7.14459E-07	-1.761002E-06	15.41048	1.900416E-06	0	-3.72529E-06	-5.114998E-06	-1.739551E-20	-3.208371E-06	-5.454112E-06	3.655258E-14	9.763177	0.9572884	50.01456	21.8	-1	0	-8.228736E-13	-1	-1.172968	18.25332	-12.33099	0.5759465	-62.19818	2.553664	8.228736E-13	-1	-1
21.9	-0.0008241694	92.15287	0.1746425	0	0.004480648	0.03527778	-6.415771E-13	5.604279	-1.15047E-13	15.6044	0	-9.772762E-12	-0.0002913685	-9.589657E-13	0.0002913685	-9.589657E-13	9.772762E-12	-4.874729E-15	50.01456	-0.01049699	-2.842171E-14	2.04891E-07	3.834139E-07	-2.842171E-14	1.664686E-07	4.015902E-07	15.4103	4.347258E-07	-2.842171E-11	1.862645E-05	3.387322E-05	-2.842171E-11	1.522946E-05	3.553031E-05	-2.831238E-11	9.763125	0.9580507	50.01456	21.9	-1	0	3.478674E-13	-1	-1.172876	18.61154	-12.81765	0.5861486	-64.77438	2.504617	-3.478674E-13	-1	-1
22	-0.001507187	92.26527	0.2052374	1.375156E-06	0.006496715	0.03557002	2.027155E-12	5.597504	1.453618E-13	15.59825	0	1.670492E-11	-0.001291458	1.180319E-12	0.001291458	1.180319E-12	-1.670492E-11	1.248285E-15	50.01455	-0.0104835	0	8.903444E-07	1.699489E-06	-2.979738E-20	7.203312E-07	1.778229E-06	15.41091	1.918587E-06	0	-2.048909E-05	-4.084722E-05	6.841255E-19	-1.640717E-05	-4.265095E-05	-3.454273E-13	9.763206	0.956822	50.01455	22	-1	0	-9.341422E-13	-1	-1.172878	18.26825	-12.35202	0.5765094	-62.29433	2.55139	9.341422E-13	-1	-1
22.1	-0.0007542386	92.22454	0.1957184	0	0.004690611	0.03529012	-5.961611E-13	5.599792	-1.23584E-13	15.5991	0	-3.267044E-12	0.001249375	-3.203112E-13	-0.001249375	-3.203112E-13	3.267044E-12	-3.600913E-15	50.01455	-0.01048803	2.842171E-14	-8.642673E-07	-1.64345E-06	2.84217E-14	-6.997764E-07	-1.719941E-06	15.4105	1.856848E-06	2.842171E-11	-1.862645E-06	3.565219E-06	2.842171E-11	-2.201647E-06	3.36645E-06	2.852329E-11	9.763183	0.9572554	50.01455	22.1	-1	0	-6.171203E-13	-1	-1.172688	18.59361	-12.79262	0.5855964	-64.64646	2.506866	6.171203E-13	-1	-1
22.2	-0.001590225	92.16644	0.1770602	7.275957E-09	0.006275479	0.03555554	1.40152E-13	5.603638	3.769423E-16	15.60362	0	-7.964453E-12	-6.063201E-06	-3.244992E-13	6.063201E-06	-3.244992E-13	7.964453E-12	6.899736E-16	50.01456	-0.01049568	0	3.72529E-09	7.741619E-09	-7.270762E-24	2.951551E-09	8.068382E-09	15.41033	8.591301E-09	0	7.45058E-06	1.741136E-05	-1.409367E-20	5.714828E-06	1.805568E-05	-2.388172E-14	9.763126	0.9579241	50.01456	22.2	-1	0	-2.203289E-13	-1	-1.173184	18.28851	-12.38	0.5770957	-62.44122	2.548838	2.203289E-13	-1	-1
22.3	-0.000689193	92.26908	0.1952909	0	0.004913904	0.03531838	-6.166137E-13	5.599396	-8.649652E-14	15.60016	0	-3.25997E-12	-0.001461366	-3.196231E-13	0.001461366	-3.196231E-13	3.25997E-12	-4.86656E-15	50.01455	-0.01048729	-2.842171E-14	1.005828E-06	1.923428E-06	-2.84217E-14	8.133559E-07	2.012392E-06	15.41078	2.170545E-06	-1.421085E-11	2.048909E-05	3.61324E-05	-1.421085E-11	1.686581E-05	3.795916E-05	-1.410578E-11	9.763208	0.9572209	50.01455	22.3	-1	0	-5.966668E-13	-1	-1.172895	18.57031	-12.76128	0.5848065	-64.49429	2.510163	5.966668E-13	-1	-1
22.4	-0.001669069	92.25546	0.2026055	-7.275957E-09	0.006040102	0.03553264	1.315798E-12	5.598114	1.020254E-13	15.59751	0	3.663059E-12	0.001160512	3.590186E-13	-0.001160512	3.590186E-13	-3.663059E-12	-1.923839E-15	50.01455	-0.01048477	0	-8.046627E-07	-1.526736E-06	1.768932E-20	-6.518912E-07	-1.59795E-06	15.41064	1.725806E-06	-5.684342E-11	-1.67638E-05	-2.231172E-05	-5.684342E-11	-1.450733E-05	-2.384062E-05	-5.706763E-11	9.763198	0.9569454	50.01455	22.4	-1	0	-8.903734E-13	-1	-1.173064	18.31003	-12.40953	0.5778348	-62.58365	2.545674	8.903734E-13	-1	-1
22.5	-0.000619169	92.1555	0.175721	-7.275957E-09	0.005137093	0.0353336	-7.417928E-13	5.604065	-7.273113E-14	15.60395	0	-5.942011E-12	0.0001808839	-1.261119E-13	-0.0001808839	-1.261119E-13	5.942011E-12	-4.368906E-15	50.01456	-0.0104966	0	-1.229346E-07	-2.383531E-07	-1.58521E-21	-9.907097E-08	-2.492189E-07	15.41027	2.681886E-07	0	1.862645E-05	3.383684E-05	2.401717E-19	1.523313E-05	3.549405E-05	1.264006E-13	9.763129	0.9580175	50.01456	22.5	-1	0	-7.766608E-13	-1	-1.172785	18.55157	-12.73459	0.5842016	-64.36103	2.512674	7.766608E-13	-1	-1
22.6	-0.001748871	92.25186	0.1955964	0	0.005809368	0.03552205	3.021442E-13	5.599396	8.131417E-14	15.60012	0	4.499429E-12	-0.001299404	-1.579498E-14	0.001299404	-1.579498E-14	-4.499429E-12	-5.179946E-16	50.01455	-0.01048729	0	8.940697E-07	1.710003E-06	-6.23927E-21	7.229542E-07	1.78908E-06	15.41076	1.92963E-06	0	0	5.275069E-07	-4.772142E-22	-5.147021E-08	5.249898E-07	-5.148532E-14	9.763191	0.9571877	50.01455	22.6	-1	0	2.165476E-13	-1	-1.173374	18.32796	-12.43424	0.5783575	-62.71291	2.543479	-2.165476E-13	-1	-1
22.7	-0.0005548706	92.256	0.2051424	0	0.005355561	0.03534998	5.348994E-13	5.597778	5.190352E-14	15.59725	0	4.271213E-12	0.0009584444	4.186192E-13	-0.0009584444	4.186192E-13	-4.271213E-12	8.884219E-16	50.01455	-0.01048402	2.842171E-14	-6.593764E-07	-1.261382E-06	2.842172E-14	-5.331916E-07	-1.319685E-06	15.41068	1.423328E-06	2.842171E-11	-9.313225E-06	-1.792432E-05	2.842171E-11	-7.5204E-06	-1.874729E-05	2.833056E-11	9.76321	0.9568892	50.01455	22.7	-1	0	7.986418E-13	-1	-1.172593	18.53198	-12.70748	0.5836082	-64.22147	2.515147	-7.986418E-13	-1	-1
22.8	-0.001820538	92.16811	0.178054	-7.275957E-09	0.005579326	0.03549774	1.456583E-14	5.603424	-5.098471E-14	15.60306	0	1.251848E-11	0.0006313134	7.712711E-13	-0.0006313134	7.712711E-13	-1.251848E-11	-4.389599E-15	50.01456	-0.01049529	5.684342E-14	-4.35859E-07	-8.309944E-07	5.684342E-14	-3.526361E-07	-8.695818E-07	15.41028	9.383628E-07	2.842171E-11	1.117587E-05	1.644366E-05	2.842171E-11	9.516871E-06	1.745632E-05	2.841923E-11	9.763134	0.9578882	50.01456	22.8	-1	0	-1.083045E-12	-1	-1.173285	18.35019	-12.46505	0.5791093	-62.8629	2.540237	1.083045E-12	-1	-1
22.9	-0.0004945419	92.20363	0.1856293	7.275957E-09	0.00558769	0.03537942	2.084616E-13	5.601776	-1.901145E-14	15.60245	0	-8.607614E-13	-0.001275171	-5.4135E-13	0.001275171	-5.4135E-13	8.607614E-13	1.171966E-16	50.01456	-0.01049203	-2.842171E-14	8.754432E-07	1.678374E-06	-2.842171E-14	7.074304E-07	1.755814E-06	15.41058	1.892971E-06	-2.131628E-11	9.313225E-06	2.235538E-05	-2.131628E-11	7.086561E-06	2.315771E-05	-2.13518E-11	9.763159	0.9576119	50.01456	22.9	-1	0	-1.150947E-12	-1	-1.172877	18.50755	-12.67408	0.5827575	-64.06158	2.518765	1.150947E-12	-1	-1
23	-0.001899053	93.18919	0.3520669	0	0.005339706	0.0354845	1.360348E-12	5.57843	9.295137E-14	15.58964	0	1.418772E-11	-0.02137875	9.293241E-13	0.02137875	9.293241E-13	-1.418772E-11	2.466999E-15	50.0145	-0.01044539	0	1.47149E-05	2.813556E-05	-3.284229E-19	1.19102E-05	2.943272E-05	15.41404	3.175119E-05	-2.842171E-11	0.0004395842	0.0008371061	-2.842172E-11	0.0003561287	0.0008758729	-2.865353E-11	9.763897	0.9544896	50.0145	23	-1	0	1.113583E-12	-1	-1.173519	18.37075	-12.49485	0.5797433	-63.01477	2.537459	-1.113583E-12	-1	-0.9369321
23.1	-0.0005333346	107.2189	3.166821	-7.275957E-09	0.005249737	0.03557668	1.218253E-13	5.006683	2.586821E-14	15.07191	0	-1.681911E-12	-0.1223463	3.094038E-13	0.1223463	3.094038E-13	1.681911E-12	5.657181E-16	50.01306	-0.009310395	0	8.261204E-05	0.0001619497	-2.180502E-19	6.816322E-05	0.0001685414	15.46496	0.0001818033	-1.421085E-11	0.001942739	0.00385032	-1.421086E-11	0.001599302	0.004005176	-1.423164E-11	9.77417	0.8601406	50.01306	23.1	-1	0	-1.982126E-12	-1	-1.176983	18.47464	-12.6196	0.5804672	-63.92398	2.52861	1.982126E-12	-1	-0.4295578
23.2	-0.002676508	123.8637	7.595503	-7.275957E-09	0.003822193	0.03590366	1.769575E-13	3.766327	-2.972921E-14	13.87444	0	-7.317624E-12	-0.1847831	-2.532792E-13	0.1847831	-2.532792E-13	7.317624E-12	-3.722821E-15	50.0099	-0.006898075	0	0.0001194887	0.0002474161	-1.896708E-19	0.0001029785	0.0002547306	15.5583	0.0002747586	5.684342E-11	-0.002812594	-0.005722045	5.684342E-11	-0.002430653	-0.005894439	5.681319E-11	9.786383	0.6384984	50.0099	23.2	-1	0	-1.851258E-13	-1	-1.184564	18.37524	-12.45913	0.5761798	-63.23868	2.553024	1.851258E-13	-1	-0.4710336
23.3	-0.0004566662	133.2176	9.514604	-1.986336E-06	0.0034884	0.03578445	-1.489491E-12	3.177277	-3.677455E-14	13.23291	0	-1.215833E-11	-0.09970944	-4.497886E-13	0.09970944	-4.497886E-13	1.215833E-11	-5.841281E-15	50.00838	-0.00577648	0	6.307289E-05	0.0001338867	1.530175E-18	5.555519E-05	0.0001371767	15.58769	0.0001479995	-7.105427E-12	0.0007972121	0.001732143	-7.105407E-12	0.0006999815	0.001773667	-6.850774E-12	9.795621	0.5454988	50.00838	23.3	-1	0	9.420914E-14	-1	-1.181888	18.56291	-12.62971	0.5796925	-64.36676	2.532859	-9.420914E-14	-1	-0.2544184
23.4	-0.003057519	135.4273	10.885	-2.008164E-06	0.002312781	0.03600008	7.721025E-13	2.282562	4.713019E-14	12.37977	0	1.466643E-11	-0.1683582	3.593071E-13	0.1683582	3.593071E-13	-1.466643E-11	-2.388825E-15	50.00606	-0.00410296	0	0.0001029968	0.0002279934	-1.452033E-18	9.383468E-05	0.0002319146	15.64947	0.0002501786	0	-0.0001173466	-0.0001837034	1.632593E-18	-0.0001099371	-0.0001882312	-1.320904E-13	9.802107	0.3905205	50.00606	23.4	-1	0	9.089695E-13	-1	-1.190453	18.51212	-12.55963	0.5768931	-64.14429	2.549102	-9.089695E-13	-1	-0.03430939
23.5	-0.0003371859	133.4739	11.42463	-1.97906E-06	0.002228204	0.03594649	9.070484E-13	1.458527	2.484633E-14	11.5405	0	9.39961E-12	-0.1398997	1.409775E-14	0.1398997	1.409775E-14	-9.39961E-12	3.433822E-16	50.00389	-0.002593905	0	8.283928E-05	0.0001905216	-1.316851E-18	7.796301E-05	0.0001925684	15.69426	0.0002077518	7.105427E-12	-0.0002440065	-0.0004933681	7.105431E-12	-0.0002313695	-0.0004994191	6.950179E-12	9.80659	0.2491993	50.00389	23.5	-1	0	1.717407E-13	-1	-1.189205	18.63691	-12.64126	0.5783007	-64.83813	2.539526	-1.717407E-13	-1	-0.03129077
23.6	-0.003031936	129.0024	11.37616	-4.340836E-05	0.0007329499	0.03602448	1.37449E-13	0.5443115	2.061252E-14	10.6432	0	8.173391E-13	-0.1685581	3.492453E-13	0.1685581	3.492453E-13	-8.173391E-13	-3.216058E-16	50.00146	-0.0009564161	0	9.615347E-05	0.0002314793	-3.086566E-19	9.39501E-05	0.0002323823	15.74554	0.0002506555	0	0.0003650784	0.001281965	-1.30774E-18	0.0003528834	0.001285376	-2.353383E-14	9.809911	0.0944796	50.00146	23.6	-1	0	-8.780289E-13	-1	-1.195922	18.64556	-12.65329	0.5775993	-65.00882	2.545478	8.780289E-13	-1	0.1699846
23.7	-0.0002324083	120.1967	11.08124	7.275957E-09	0.001095963	0.03593947	-5.80779E-13	-0.1443979	1.555016E-14	9.852749	0	2.753347E-12	0.01127186	-6.824797E-15	-0.01127186	-6.824797E-15	-2.753347E-12	-5.691648E-15	49.99961	0.0002514571	0	-6.236136E-06	-1.552282E-05	-5.939607E-20	-6.275237E-06	-1.550705E-05	15.76361	1.672864E-05	7.105427E-12	-0.002223998	-0.005529494	7.105406E-12	-0.002237926	-0.005523872	7.204844E-12	9.807732	-0.0302472	49.99961	23.7	-1	0	8.966985E-13	-1	-1.193471	18.74501	-12.70591	0.5788957	-65.4804	2.537596	-8.966985E-13	-1	-0.1456897
23.8	-0.003083113	129.1457	11.38565	7.275957E-09	0.0002804953	0.03594254	-3.498722E-13	0.3271484	-1.337284E-14	10.31756	0	-4.922165E-13	0.01091189	3.383222E-13	-0.01091189	3.383222E-13	4.922165E-13	-2.27041E-15	50.00088	-0.0005731732	-2.273737E-13	-6.157905E-06	-1.498498E-05	-2.273737E-13	-6.072243E-06	-1.50199E-05	15.73912	1.620091E-05	-1.136868E-10	0.001844019	0.00447547	-1.136868E-10	0.001818434	0.004485926	-1.136269E-10	9.811659	0.0604994	50.00088	23.8	-1	0	-5.392729E-13	-1	-1.195716	18.71264	-12.72234	0.5791437	-65.42381	2.538341	5.392729E-13	-1	0.3258972
23.9	-0.0001458897	122.1094	11.20413	-1.826265E-06	0.001442815	0.03595933	-1.034611E-12	-0.04465151	2.877834E-14	9.972707	0	-5.718148E-12	-0.02503087	-5.283919E-14	0.02503087	-5.283919E-14	5.718148E-12	-1.530012E-15	49.99988	7.784367E-05	3.552714E-15	1.391768E-05	3.447011E-05	3.552948E-15	1.394454E-05	3.445926E-05	15.76195	3.717379E-05	1.24345E-11	-0.001406297	-0.003493158	1.243447E-11	-0.001409019	-0.003492061	1.261162E-11	9.808588	-0.01113715	49.99988	23.9	-1	0	3.785489E-13	-1	-1.192629	18.72421	-12.68268	0.5785544	-65.32666	2.539023	-3.785489E-13	-1	-0.04178283
24	-0.003148323	127.3556	11.38724	7.275957E-09	-4.055665E-05	0.03591657	-2.56141E-13	0.2182922	-6.237944E-14	10.20024	0	-2.470102E-12	0.02736834	-6.914149E-13	-0.02736834	-6.914149E-13	2.470102E-12	-2.587055E-15	50.00058	-0.0003819168	0	-1.538172E-05	-3.758492E-05	-1.090431E-19	-1.523841E-05	-3.764325E-05	15.74327	4.061063E-05	0	0.001057982	0.002583256	7.498139E-18	0.001048132	0.002587268	4.386282E-14	9.810977	0.03996377	50.00058	24	-1	0	-3.046707E-14	-1	-1.19569	18.73056	-12.74359	0.5796534	-65.53815	2.536197	3.046707E-14	-1	0.2151489
24.1	-6.529434E-05	123.4327	11.26876	7.275957E-09	0.001729176	0.03599687	-1.84852E-12	0.01226807	1.042123E-14	10.03263	0	-8.117911E-12	-0.03191861	-2.159325E-13	0.03191861	-2.159325E-13	8.117911E-12	-7.077449E-15	50.00003	-2.142787E-05	-8.881784E-15	1.778826E-05	4.395517E-05	-8.881218E-15	1.777884E-05	4.395898E-05	15.75962	4.741813E-05	-4.440892E-12	-0.0007785856	-0.001918292	-4.440916E-12	-0.0007781744	-0.001918458	-4.124419E-12	9.809222	0.0001840544	50.00003	24.1	-1	0	-7.441664E-13	-1	-1.193027	18.70693	-12.66079	0.5779272	-65.22445	2.541641	7.441664E-13	-1	0.01593018
24.2	-0.003193445	126.1813	11.37003	-7.275957E-09	-0.0003244559	0.03588758	5.990728E-13	0.1546021	-2.976081E-14	10.13461	0	1.141126E-11	0.03211432	3.045584E-14	-0.03211432	3.045584E-14	-1.141126E-11	-3.269763E-15	50.00042	-0.0002702624	0	-1.799315E-05	-4.422478E-05	1.639128E-19	-1.787375E-05	-4.427318E-05	15.74615	4.7745E-05	5.684342E-11	0.0005289912	0.001293374	5.684341E-11	0.0005254993	0.001294797	5.674084E-11	9.810491	0.02776556	50.00042	24.2	-1	0	-9.565194E-13	-1	-1.19556	18.74161	-12.75688	0.5800294	-65.60269	2.534738	9.565194E-13	-1	0.1509094
24.3	-7.113158E-06	128.267	11.4571	0	0.002507725	0.03584488	-6.796657E-13	0.8648071	-3.916091E-14	10.70678	0	-2.542044E-12	0.2722757	-3.762414E-13	-0.2722757	-3.762414E-13	2.542044E-12	-2.616928E-15	50.00232	-0.001526043	5.107026E-15	-0.000157062	-0.0003728755	5.104975E-15	-0.0001514162	-0.0003752036	15.68818	0.0004046042	1.765254E-11	-0.001702458	-0.003814231	1.765252E-11	-0.001644695	-0.003839492	1.776888E-11	9.807239	0.1442246	50.00232	24.3	-1	0	1.22157E-12	-1	-1.186305	18.70213	-12.67021	0.5797955	-65.04594	2.533528	-1.22157E-12	-1	-0.2647816
24.4	-0.003485591	137.4211	11.25658	0	0.0006196152	0.03578535	4.380558E-13	1.995483	-2.508638E-14	11.95938	0	4.408607E-12	0.05696738	-1.74645E-14	-0.05696738	-1.74645E-14	-4.408607E-12	-1.12624E-15	50.00531	-0.003573701	0	-3.442913E-05	-7.736403E-05	2.085997E-19	-3.171437E-05	-7.851597E-05	15.64465	8.467915E-05	0	0.001983717	0.004469417	-1.201059E-17	0.001826885	0.004535781	-7.496905E-14	9.805878	0.3461288	50.00531	24.4	-1	0	6.543719E-14	-1	-1.18968	18.68246	-12.76734	0.5817334	-65.25753	2.52746	-6.543719E-14	-1	-0.1928186
24.5	7.8653E-05	133.8055	10.47329	7.275957E-09	0.004294068	0.03579323	-6.389953E-13	2.625275	-1.744955E-14	12.49606	0	4.244517E-12	0.2258868	1.971377E-13	-0.2258868	1.971377E-13	-4.244517E-12	-4.877179E-15	50.00695	-0.004739657	1.065814E-14	-0.0001397729	-0.0003050375	1.065665E-14	-0.0001256544	-0.0003111194	15.59231	0.0003355359	7.105427E-12	-0.0006332993	-0.001223991	7.10542E-12	-0.0005765714	-0.001251713	7.214712E-12	9.799128	0.4480817	50.00695	24.5	-1	0	1.124776E-12	-1	-1.179157	18.56017	-12.54921	0.5787131	-64.0553	2.538033	-1.124776E-12	-1	-0.3596137
24.6	-0.003297583	127.5399	8.152201	0	0.001588873	0.03557482	-3.188903E-13	3.717773	6.001323E-14	13.66243	0	1.457559E-12	0.09544223	6.648744E-13	-0.09544223	6.648744E-13	-1.457559E-12	-3.280809E-15	50.00978	-0.006805077	0	-6.153062E-05	-0.0001277935	-1.617654E-19	-5.311476E-05	-0.0001315143	15.5345	0.0001418351	0	0.0009369105	0.001956359	2.448399E-18	0.0008080847	0.002012993	5.448692E-14	9.790163	0.6381121	50.00978	24.6	-1	0	-3.411991E-13	-1	-1.182336	18.65615	-12.80286	0.5844464	-65.04361	2.51615	3.411991E-13	-1	-0.3203659
24.7	0.0001690827	115.3371	5.804142	0	0.00603697	0.03562335	2.492044E-13	4.329651	4.720475E-14	14.2319	0	1.205907E-11	0.1782835	9.122239E-13	-0.1782835	9.122239E-13	-1.205907E-11	-3.52586E-15	50.01134	-0.00798516	7.105427E-15	-0.000117451	-0.0002373543	7.106054E-15	-9.919683E-05	-0.0002455439	15.48632	0.0002648241	1.065814E-11	-0.001758337	-0.003475579	1.065815E-11	-0.001490932	-0.003598406	1.06156E-11	9.780514	0.7370028	50.01134	24.7	-1	0	1.140547E-12	-1	-1.172015	18.44629	-12.45371	0.5782433	-63.22916	2.540018	-1.140547E-12	-1	-0.7895308
24.8	-0.002563239	98.84671	1.721563	0	0.002674925	0.03528604	-2.75768E-13	5.324646	-7.332202E-14	15.25955	0	-5.865376E-12	0.1146935	-1.002824E-12	-0.1146935	-1.002824E-12	5.865376E-12	-4.342613E-15	50.01386	-0.009939805	1.136868E-13	-7.821992E-05	-0.0001513821	1.136863E-13	-6.383433E-05	-0.0001579875	15.42022	0.0001703963	5.684342E-11	0.001311302	0.002573855	5.684342E-11	0.001066793	0.002684436	5.689044E-11	9.768736	0.9130397	50.01386	24.8	-1	0	1.267259E-12	-1	-1.175133	18.66843	-12.86469	0.5877098	-65.03756	2.502438	-1.267259E-12	-1	-0.8559437
24.9	0.0001052194	86.9388	-0.9337477	7.275957E-09	0.008057703	0.03547559	8.926648E-13	5.854431	9.143236E-14	15.8083	0	-2.72207E-12	0.08340449	6.338527E-13	-0.08340449	6.338527E-13	2.72207E-12	-1.977279E-15	50.01519	-0.01099837	-1.065814E-14	-5.790219E-05	-0.0001094482	-1.065724E-14	-4.64363E-05	-0.0001147834	15.38363	0.0001238207	-1.24345E-11	0.0003539025	0.0006848858	-1.24345E-11	0.0002821973	0.0007174122	-1.258654E-11	9.759116	1.001353	50.01519	24.9	-1	0	-3.639045E-13	-1	-1.167813	18.28158	-12.33199	0.5763433	-62.25664	2.547942	3.639045E-13	-1	-1
25	-0.002141757	83.58852	-1.795622	-7.275957E-09	0.003174203	0.0351354	-6.012605E-13	6.050446	-6.37363E-14	16.05998	0	-7.389326E-12	-0.01905688	-3.261315E-13	0.01905688	-3.261315E-13	7.389326E-12	-6.023408E-15	50.01568	-0.01139311	1.136868E-13	1.332164E-05	2.500758E-05	1.13687E-13	1.061153E-05	2.627243E-05	15.37784	2.833452E-05	5.684342E-11	0.0006929039	0.001299282	5.684342E-11	0.0005520948	0.001365079	5.69458E-11	9.755906	1.035377	50.01568	25	-1	0	2.261759E-12	-1	-1.171594	18.65133	-12.89306	0.5892795	-64.94781	2.495917	-2.261759E-12	-1	-1
25.1	0.0001562205	88.88168	-0.4999619	1.909939E-06	0.007978843	0.03560717	1.214501E-13	5.757843	-9.34015E-14	15.79241	0	-1.598943E-12	-0.06286816	-1.989306E-12	0.06286816	-1.989306E-12	1.598943E-12	-2.304376E-15	50.01495	-0.01080446	0	4.353002E-05	8.273862E-05	6.066735E-20	3.50097E-05	8.668831E-05	15.40445	9.349087E-05	-5.32907E-12	-9.313225E-05	-4.393223E-05	-5.32907E-12	-8.825491E-05	-5.305401E-05	-5.349759E-12	9.760418	0.9841288	50.01495	25.1	-1	0	-3.276784E-13	-1	-1.167736	18.20132	-12.21083	0.5738619	-61.63976	2.560467	3.276784E-13	-1	-1
25.2	-0.002437599	93.84867	0.5979118	-1.40426E-06	0.002607813	0.03524038	-1.624914E-12	5.510193	-2.700911E-14	15.52108	0	-4.538291E-12	-0.01905167	1.851663E-14	0.01905167	1.851663E-14	4.538291E-12	-2.920937E-15	50.01433	-0.01030913	0	1.308322E-05	2.507304E-05	3.128672E-19	1.061519E-05	2.621346E-05	15.41916	2.828123E-05	0	-0.0003278255	-0.0006324189	-7.830116E-18	-0.0002655842	-0.0006609752	2.769192E-13	9.764404	0.9413207	50.01433	25.2	-1	0	-1.403745E-12	-1	-1.174219	18.65713	-12.88922	0.5885186	-65.03265	2.499083	1.403745E-12	-1	-1
25.3	0.0001570061	93.99898	0.598709	0	0.007765383	0.03559244	-1.269509E-12	5.510864	7.121449E-15	15.50382	0	-1.383645E-11	0.01305766	-4.209411E-13	-0.01305766	-4.209411E-13	1.383645E-11	-4.442136E-15	50.01433	-0.01031052	-2.131628E-14	-8.966774E-06	-1.71845E-05	-2.131644E-14	-7.275022E-06	-1.79662E-05	15.41611	1.938324E-05	-7.105427E-12	-0.0001024455	-0.0001956359	-7.105429E-12	-8.318415E-05	-0.00020457	-6.889072E-12	9.764576	0.9418952	50.01433	25.3	-1	0	5.16946E-13	-1	-1.167147	18.23965	-12.24499	0.5747709	-61.8444	2.556248	-5.16946E-13	-1	-1
25.4	-0.002384329	92.41433	0.2129981	0	0.002558261	0.03520314	-8.070762E-13	5.595184	-8.007202E-14	15.58872	0	2.012801E-12	0.01155111	-3.111312E-14	-0.01155111	-3.111312E-14	-2.012801E-12	-1.33983E-15	50.01454	-0.01047887	0	-7.949769E-06	-1.520234E-05	-1.118149E-19	-6.429675E-06	-1.590501E-05	15.40988	1.715547E-05	0	9.872019E-05	0.0001831904	1.388381E-18	8.038889E-05	0.0001919428	1.375281E-13	9.763342	0.9566609	50.01454	25.4	-1	0	-1.473431E-12	-1	-1.173611	18.67795	-12.91859	0.5893047	-65.16653	2.495595	1.473431E-12	-1	-1
