Time	Aircraft Simulation Net Global Force X	Aircraft Simulation Net Global Force Y	Aircraft Simulation Net Global Force Z	Aircraft Simulation Net Global Moment X	Aircraft Simulation Net Global Moment Y	Aircraft Simulation Net Global Moment Z	Aircraft Simulation Roll Angle	Aircraft Simulation Pitch Angle	Aircraft Simulation Heading Angle	Aircraft Simulation Angle Of Attack_Deg	Aircraft Simulation Angle Of Sideslip_Deg	Aircraft Simulation Roll Rate	Aircraft Simulation Pitch Rate	Aircraft Simulation Yaw Rate	Aircraft Simulation Angular Velocity X	Aircraft Simulation Angular Velocity Y	Aircraft Simulation Angular Velocity Z	Aircraft Simulation Position X	Aircraft Simulation Position Y	Aircraft Simulation Position Z	Aircraft Simulation Global Velocity X	Aircraft Simulation Global Velocity Y	Aircraft Simulation Global Velocity Z	Aircraft Simulation Local Velocity X	Aircraft Simulation Local Velocity Y	Aircraft Simulation Local Velocity Z	Aircraft Simulation Airspeed	Aircraft Simulation Ground Speed	Aircraft Simulation Acceleration X	Aircraft Simulation Acceleration Y	Aircraft Simulation Acceleration Z	Aircraft Simulation Local Acceleration X	Aircraft Simulation Local Acceleration Y	Aircraft Simulation Local Acceleration Z	Aircraft Simulation Imu Acceleration X	Aircraft Simulation Imu Acceleration Y	Aircraft Simulation Imu Acceleration Z	Aircraft Simulation Altitude	Aircraft Simulation Time	Electronic Speed Controller Input Value	Fin Input Value	Port Aileron Input Value	Port Flap Input Value	Propeller Total Thrust	Propeller Advance Ratio	Propeller Thrust Coefficient	Propeller Torque Coefficient	Propeller Propulsive Efficiency	Propeller Rps	Starboard Aileron Input Value	Starboard Flap Input Value	Tailplane Input Value
0.418	-7.855119E-05	20.68762	-4.589252	3.074092E-07	-0.00183754	0.03603365	1.489891E-14	-2.549518	1.685287E-13	-0.5057661	0	-2.06086E-12	-0.06555574	1.002177E-12	0.06555574	1.002177E-12	2.06086E-12	1.368339E-16	49.99305	0.004293531	-3.552714E-15	3.246777E-05	9.177742E-05	-3.552993E-15	3.651814E-05	9.024231E-05	16.00581	9.735117E-05	7.105427E-12	5.075708E-05	0.0001605949	7.105426E-12	5.785055E-05	0.0001581781	7.102878E-12	9.800347	-0.4362181	49.99305	0.418	-1	0	0	-1	-1.218511	18.99018	-12.84669	0.5762648	-67.37802	2.549991	0	-1	0.5
0.438	-6.416812E-06	19.9134	-4.619365	0	-0.001727858	0.0360412	-1.773113E-14	-2.626219	1.341331E-14	-0.5807477	0	-3.407182E-13	-0.06810148	1.560709E-14	0.06810148	1.560709E-14	3.407182E-13	-2.992389E-15	49.99284	0.004417911	5.051515E-15	3.360119E-05	9.534182E-05	5.051504E-15	3.793447E-05	9.370207E-05	16.00585	0.0001010896	-7.494005E-13	5.820766E-05	0.0001833541	-7.494005E-13	6.654783E-05	0.0001804945	-7.463678E-13	9.799764	-0.4493149	49.99284	0.438	-1	0	0	-1	-1.21854	18.9886	-12.84422	0.5761967	-67.36742	2.550266	0	-1	0.5
0.458	-3.484814E-05	19.0808	-4.653156	0	-0.001671437	0.03604781	-6.01692E-14	-2.705847	-3.690249E-14	-0.6586735	0	-3.335431E-12	-0.07056684	1.068072E-12	0.07056684	1.068072E-12	3.335431E-12	-4.139506E-15	49.99261	0.004546702	-5.329071E-15	3.468059E-05	9.879319E-05	-5.328965E-15	3.930579E-05	9.704582E-05	16.00584	0.0001047036	-7.105427E-12	4.889443E-05	0.0001591397	-7.105427E-12	5.635265E-05	0.0001566541	-7.095136E-12	9.799119	-0.4629576	49.99261	0.458	-1	0	0	-1	-1.218658	18.98544	-12.84046	0.5760806	-67.35006	2.550764	0	-1	0.5
0.478	-0.0001573639	18.20843	-4.68967	-9.094946E-10	-0.00170069	0.03605649	1.175572E-12	-2.787984	1.12343E-13	-0.7394512	0	2.308872E-12	-0.07248814	1.254909E-12	0.07248814	1.254909E-12	-2.308872E-12	2.873971E-15	49.99239	0.004679218	7.105427E-15	3.547966E-05	0.0001017594	7.104399E-15	4.038728E-05	9.991326E-05	16.00575	0.0001077673	-3.552713E-12	3.213063E-05	0.0001125154	-3.552715E-12	3.756538E-05	0.0001108194	-3.753754E-12	9.798427	-0.4770506	49.99239	0.478	-1	0	0	-1	-1.218808	18.98177	-12.83655	0.5759592	-67.33075	2.551309	0	-1	0.5
0.498	-0.0003028706	17.31163	-4.72801	4.547473E-10	-0.001809185	0.03606036	-6.677847E-14	-2.871866	1.699938E-14	-0.8224635	0	-7.357602E-12	-0.07365721	8.243313E-13	0.07365721	8.243313E-13	7.357602E-12	5.285714E-16	49.99216	0.004814267	-1.421085E-14	3.590109E-05	0.0001034008	-1.421084E-14	4.103664E-05	0.0001014722	16.00554	0.000109456	-1.421085E-11	1.210719E-05	5.657784E-05	-1.421085E-11	1.492668E-05	5.590019E-05	-1.419944E-11	9.797695	-0.4914499	49.99216	0.498	-1	0	0	-1	-1.21899	18.97922	-12.83425	0.5758682	-67.32027	2.551727	0	-1	0.5
0.518	-0.0004132087	16.40393	-4.7675	0	-0.001970293	0.03605701	-1.190261E-13	-2.956575	7.248157E-14	-0.9068552	0	-4.23422E-12	-0.07400493	6.738879E-13	0.07400493	6.738879E-13	4.23422E-12	-3.447598E-16	49.99192	0.00495024	-1.421085E-14	3.591552E-05	0.0001038889	-1.42109E-14	4.122621E-05	0.0001018981	16.00521	0.0001099219	0	-8.381902E-06	-1.513399E-06	-1.563701E-20	-8.448805E-06	-1.079054E-06	2.035212E-14	9.796934	-0.5059918	49.99192	0.518	-1	0	0	-1	-1.219117	18.97825	-12.83375	0.5758313	-67.31852	2.55191	0	-1	0.5
0.538	-0.0004581481	15.49796	-4.807776	4.547473E-10	-0.002143556	0.03605229	-6.799932E-13	-3.041161	-1.176127E-15	-0.9916735	0	-7.768067E-12	-0.07353789	-4.989467E-13	0.07353789	-4.989467E-13	7.768067E-12	-1.628562E-15	49.99168	0.005085707	-1.421085E-14	3.553694E-05	0.0001032328	-1.421037E-14	4.096374E-05	0.0001012021	16.00476	0.0001091782	-7.105427E-12	-2.770684E-05	-5.797483E-05	-7.105427E-12	-3.074358E-05	-5.642324E-05	-6.989165E-12	9.796154	-0.52051	49.99168	0.538	-1	0	0	-1	-1.219164	18.97859	-12.83447	0.5758413	-67.32233	2.551888	0	-1	0.5
0.558	-0.000413154	14.60395	-4.848178	-2.182787E-07	-0.002300669	0.03603988	-4.941536E-13	-3.124723	-6.191713E-14	-1.075985	0	4.576353E-12	-0.07230448	-1.161299E-12	0.07230448	-1.161299E-12	-4.576353E-12	-3.240343E-15	49.99145	0.005219147	0	3.479281E-05	0.0001015017	4.570353E-19	4.027391E-05	9.945425E-05	16.0042	0.0001072993	-7.105427E-12	-4.493631E-05	-0.0001094304	-7.105427E-12	-5.083452E-05	-0.0001068182	-7.020946E-12	9.795364	-0.5348468	49.99145	0.558	-1	0	0	-1	-1.219175	18.97993	-12.83597	0.5758726	-67.33134	2.551749	0	-1	0.5
0.578	-0.0003039363	13.73175	-4.888507	4.547473E-10	-0.002418233	0.03602778	6.083436E-13	-3.206423	3.383959E-14	-1.158911	0	6.211627E-12	-0.07037601	1.082252E-13	0.07037601	1.082252E-13	-6.211627E-12	1.566668E-15	49.99123	0.005349308	1.421085E-14	3.372412E-05	9.906304E-05	1.421038E-14	3.921226E-05	9.702165E-05	16.00356	0.0001046461	1.421085E-11	-6.00703E-05	-0.0001561129	1.421085E-11	-6.870819E-05	-0.0001525086	1.410686E-11	9.794574	-0.5488595	49.99123	0.578	-1	0	0	-1	-1.219106	18.98108	-12.83689	0.5759102	-67.33579	2.551587	0	-1	0.5
0.598	-0.0001612032	12.88916	-4.928107	9.094946E-10	-0.00248296	0.03601547	-5.921355E-13	-3.285522	1.540994E-13	-1.239655	0	-5.363056E-12	-0.06783464	3.071712E-13	0.06783464	3.071712E-13	5.363056E-12	-1.001183E-15	49.99101	0.005475059	0	3.23737E-05	9.548559E-05	1.337667E-19	3.779294E-05	9.347325E-05	16.00283	0.0001008244	0	-7.334165E-05	-0.0001963926	-3.448364E-19	-8.447671E-05	-0.0001918665	1.012166E-13	9.793792	-0.5624202	49.99101	0.598	-1	0	0	-1	-1.219063	18.98162	-12.83692	0.5759173	-67.33707	2.551538	0	-1	0.5
